,Price,Distance,Bathroom,Car,Landsize,BuildingArea
14960,540000.0,19.6,1.0,4.0,699.0,118.0
14962,620000.0,19.6,1.0,2.0,606.0,120.0
14968,1025000.0,7.5,2.0,2.0,203.0,156.0
14972,1320000.0,7.5,2.0,1.0,276.0,149.0
14975,2210000.0,7.5,3.0,2.0,590.0,223.0
14979,700000.0,13.1,2.0,2.0,400.0,146.0
14980,712000.0,13.1,1.0,2.0,603.0,94.3
14981,775000.0,13.1,1.0,2.0,621.0,141.0
14998,700000.0,38.0,1.0,2.0,593.0,102.0
14999,452000.0,36.9,1.0,0.0,624.0,114.0
15002,1890000.0,7.3,1.0,2.0,554.0,169.0
15006,1750000.0,16.7,1.0,2.0,655.0,161.0
15007,1100000.0,16.7,1.0,1.0,258.0,106.0
15011,695000.0,11.2,1.0,2.0,649.0,95.0
15014,817000.0,16.1,2.0,1.0,610.0,21.0
15016,680000.0,20.4,2.0,1.0,650.0,204.0
15017,1170000.0,20.4,3.0,5.0,1750.0,310.0
15019,830000.0,20.4,4.0,5.0,602.0,264.0
15021,827000.0,11.2,1.0,2.0,676.0,113.0
15027,690000.0,5.3,1.0,1.0,1396.0,95.88
15029,5510000.0,5.3,2.0,5.0,820.0,300.0
15030,3335000.0,5.3,2.0,2.0,371.0,276.0
15038,1875000.0,6.2,2.0,1.0,282.0,141.0
15039,2320000.0,6.2,2.0,2.0,528.0,199.0
15041,1465000.0,6.2,2.0,2.0,265.0,177.0
15042,701000.0,21.3,2.0,2.0,173.0,140.0
15046,885000.0,8.8,1.0,1.0,592.0,125.0
15050,485000.0,18.0,2.0,1.0,453.0,153.0
15058,555500.0,18.4,2.0,1.0,557.0,136.0
15067,1300000.0,7.8,2.0,2.0,334.0,128.0
15068,2525000.0,7.8,2.0,1.0,805.0,261.0
15071,670000.0,10.4,1.0,2.0,647.0,126.0
15073,990000.0,3.4,1.0,0.0,165.0,105.7
15083,2162000.0,7.3,2.0,3.0,794.0,192.0
15085,2260000.0,7.3,2.0,4.0,753.0,280.0
15086,745000.0,25.2,2.0,1.0,624.0,159.0
15088,800001.0,12.1,1.0,2.0,467.0,120.0
15090,521000.0,16.3,1.0,2.0,589.0,100.0
15107,1780000.0,8.4,2.0,2.0,580.0,146.0
15111,1085000.0,4.3,2.0,2.0,238.0,221.3
15120,355000.0,29.8,2.0,1.0,766.0,147.0
15121,355000.0,31.7,2.0,2.0,666.0,156.0
15124,885000.0,20.0,1.0,2.0,530.0,129.0
15128,2010000.0,3.0,1.0,0.0,207.0,128.0
15133,732000.0,17.9,2.0,1.0,808.0,184.0
15134,720000.0,17.9,2.0,3.0,649.0,158.0
15136,556500.0,17.9,1.0,2.0,526.0,113.2
15145,1850000.0,6.2,2.0,2.0,596.0,203.0
15149,760000.0,6.2,1.0,0.0,251.0,110.0
15152,872000.0,26.5,2.0,2.0,1254.0,186.75
15153,730000.0,26.5,2.0,2.0,947.0,104.0
15155,1170000.0,21.5,2.0,2.0,312.0,179.0
15163,1011000.0,14.2,2.0,2.0,297.0,135.0
15179,1337000.0,10.4,2.0,2.0,650.0,254.0
15181,970000.0,1.8,1.0,0.0,102.0,66.0
15188,1138000.0,11.2,2.0,2.0,697.0,189.0
15192,1114000.0,12.3,1.0,1.0,703.0,90.0
15193,740000.0,12.3,1.0,1.0,211.0,90.0
15194,1120000.0,15.5,2.0,2.0,564.0,161.0
15196,280000.0,11.4,1.0,1.0,821.0,33.0
15199,1315000.0,21.5,2.0,2.0,627.0,197.0
15212,665000.0,3.5,2.0,1.0,1472.0,81.0
15215,1400000.0,4.6,2.0,0.0,145.0,138.0
15221,1400000.0,8.4,2.0,2.0,558.0,217.0
15225,830000.0,8.4,1.0,2.0,540.0,540.0
15226,881000.0,8.4,1.0,2.0,470.0,115.0
15228,945000.0,8.4,1.0,2.0,349.0,120.0
15229,1210000.0,8.4,2.0,2.0,515.0,126.0
15232,725000.0,8.4,1.0,2.0,590.0,94.0
15235,972500.0,8.4,1.0,1.0,448.0,103.0
15236,955000.0,8.4,1.0,1.0,263.0,123.0
15237,1900000.0,3.5,1.0,0.0,204.0,194.0
15250,857700.0,12.0,1.0,1.0,325.0,116.0
15251,642500.0,12.0,2.0,2.0,160.0,140.0
15256,575000.0,2.4,1.0,1.0,407.0,66.0
15259,910000.0,21.3,1.0,2.0,669.0,179.0
15260,1200000.0,21.3,1.0,1.0,833.0,151.0
15269,425000.0,20.6,2.0,2.0,255.0,141.0
15270,2300000.0,15.2,2.0,2.0,604.0,166.0
15271,1710000.0,15.2,2.0,0.0,398.0,150.0
15273,2221000.0,15.2,2.0,2.0,381.0,235.0
15275,515000.0,15.5,1.0,2.0,531.0,98.0
15276,540000.0,35.4,1.0,2.0,648.0,96.0
15277,1360000.0,11.0,2.0,6.0,663.0,127.8
15279,1180000.0,5.1,1.0,0.0,198.0,124.0
15280,790000.0,6.2,2.0,2.0,334.0,129.0
15282,530000.0,1.9,1.0,1.0,1646.0,52.0
15283,915000.0,20.5,3.0,2.0,624.0,410.0
15285,644000.0,20.5,2.0,4.0,492.0,160.0
15289,2210000.0,2.7,2.0,1.0,187.0,133.0
15290,1400000.0,2.7,1.0,1.0,136.0,132.0
15313,790000.0,8.2,2.0,1.0,213.0,120.0
15315,410000.0,31.7,2.0,2.0,600.0,140.0
15324,740000.0,10.2,1.0,2.0,193.0,80.0
15325,680000.0,18.0,2.0,2.0,666.0,231.0
15331,1350000.0,15.5,2.0,2.0,809.0,188.0
15334,1010000.0,12.4,3.0,2.0,332.0,198.0
15337,740000.0,15.3,2.0,2.0,545.0,152.0
15341,1626000.0,7.0,1.0,2.0,495.0,120.0
15349,682000.0,4.1,1.0,1.0,713.0,60.0
15354,820000.0,17.2,2.0,2.0,277.0,125.0
15361,655000.0,14.5,2.0,1.0,253.0,116.0
15366,472000.0,14.7,1.0,0.0,700.0,151.0
15367,467000.0,14.7,2.0,1.0,268.0,137.0
15370,390000.0,14.7,1.0,2.0,530.0,109.0
15372,1155000.0,6.4,2.0,1.0,342.0,123.0
15374,1100000.0,6.4,2.0,3.0,380.0,106.4
15376,540000.0,16.5,1.0,2.0,532.0,122.0
15377,1171000.0,16.7,2.0,3.0,800.0,163.0
15382,1900000.0,6.8,2.0,1.0,448.0,311.0
15389,1670000.0,12.7,3.0,2.0,617.0,315.0
15390,950000.0,6.3,1.0,0.0,150.0,79.0
15393,480000.0,3.0,1.0,1.0,601.0,64.0
15396,730000.0,10.4,1.0,2.0,242.0,124.0
15398,820000.0,10.5,2.0,1.0,604.0,127.0
15403,670000.0,11.0,2.0,1.0,284.0,88.0
15404,765000.0,11.0,2.0,2.0,200.0,139.0
15409,870000.0,9.4,1.0,4.0,559.0,560.0
15413,3200000.0,6.3,4.0,2.0,847.0,285.0
15417,1750000.0,4.3,2.0,1.0,360.0,249.0
15426,1680000.0,10.2,3.0,3.0,726.0,194.0
15429,860000.0,10.2,2.0,2.0,280.0,115.0
15433,750000.0,9.5,1.0,1.0,585.0,30.0
15434,2380000.0,7.9,2.0,2.0,752.0,278.0
15435,2100000.0,7.9,1.0,1.0,678.0,303.0
15437,3050000.0,7.9,4.0,2.0,613.0,340.0
15440,1557000.0,9.7,2.0,2.0,292.0,181.0
15444,2050000.0,9.7,1.0,1.0,1138.0,152.0
15448,520000.0,23.2,1.0,1.0,418.0,76.0
15449,925000.0,23.2,1.0,10.0,993.0,128.0
15450,616000.0,23.2,2.0,0.0,586.0,115.0
15455,2700000.0,11.4,4.0,2.0,673.0,156.0
15462,1525000.0,13.8,1.0,3.0,581.0,128.0
15463,1330000.0,13.8,2.0,2.0,566.0,191.0
15467,608500.0,35.2,2.0,2.0,563.0,168.01
15473,1280000.0,13.4,2.0,1.0,797.0,164.0
15478,710500.0,16.1,1.0,1.0,598.0,110.0
15484,2100000.0,10.3,3.0,2.0,608.0,306.19
15489,310000.0,14.0,1.0,1.0,171.0,90.0
15494,1925000.0,5.2,1.0,4.0,479.0,182.0
15495,890000.0,5.2,1.0,0.0,138.0,78.0
15496,1500000.0,5.2,1.0,1.0,318.0,100.0
15500,312000.0,5.2,1.0,1.0,406.0,40.0
15501,1010000.0,5.2,2.0,4.0,413.0,126.0
15507,755000.0,12.1,2.0,2.0,300.0,162.0
15510,918000.0,10.4,2.0,1.0,207.0,144.0
15517,2361000.0,7.7,3.0,2.0,844.0,203.0
15523,1550000.0,10.1,2.0,2.0,557.0,200.0
15527,500000.0,34.9,2.0,2.0,509.0,125.0
15538,861000.0,17.9,2.0,2.0,305.0,130.0
15542,1462000.0,16.7,1.0,1.0,816.0,130.0
15554,600000.0,20.6,2.0,2.0,560.0,196.1
15562,820000.0,23.0,2.0,2.0,841.0,196.0
15569,1100000.0,22.2,2.0,2.0,840.0,237.0
15573,1120000.0,12.4,2.0,2.0,280.0,200.0
15580,850000.0,14.3,2.0,1.0,236.0,145.0
15583,1125000.0,14.3,3.0,2.0,284.0,180.0
15587,1875000.0,1.3,1.0,0.0,118.0,177.0
15589,1460000.0,7.2,1.0,0.0,377.0,133.0
15590,550000.0,7.2,1.0,1.0,1172.0,69.0
15593,1065000.0,18.0,2.0,2.0,816.0,243.0
15595,977500.0,18.0,2.0,3.0,1004.0,184.0
15607,660000.0,19.6,1.0,3.0,558.0,159.0
15610,568000.0,19.6,2.0,2.0,420.0,190.0
15611,680000.0,19.6,2.0,2.0,656.0,166.0
15614,580000.0,7.5,1.0,1.0,921.0,84.0
15618,1195000.0,7.5,1.0,1.0,337.0,122.0
15619,1155000.0,7.5,1.0,3.0,616.0,170.0
15620,800000.0,8.2,2.0,1.0,161.0,149.0
15625,1018000.0,13.1,2.0,2.0,737.0,194.0
15628,1100000.0,24.8,3.0,2.0,836.0,789.0
15637,240000.0,5.1,1.0,1.0,1015.0,46.0
15648,691000.0,12.9,2.0,3.0,551.0,221.0
15660,3056000.0,16.7,2.0,2.0,1590.0,292.0
15665,2650000.0,16.7,3.0,2.0,662.0,119.0
15670,1550000.0,16.7,2.0,2.0,648.0,181.0
15672,780000.0,11.2,1.0,2.0,697.0,131.27
15676,780000.0,11.2,1.0,3.0,697.0,133.0
15677,945000.0,12.9,2.0,4.0,474.0,210.0
15681,645000.0,20.4,2.0,2.0,538.0,154.0
15685,601000.0,32.3,2.0,4.0,604.0,167.87
15701,2855000.0,6.2,3.0,2.0,572.0,274.0
15704,3255000.0,6.2,3.0,3.0,1116.0,304.0
15709,828000.0,8.9,2.0,2.0,264.0,140.0
15711,1230000.0,8.9,1.0,2.0,630.0,237.0
15712,590000.0,8.8,1.0,2.0,290.0,105.0
15727,1145000.0,12.3,1.0,2.0,603.0,151.0
15734,550000.0,15.5,1.0,4.0,802.0,183.97
15743,1150000.0,3.4,1.0,0.0,147.0,95.0
15744,1415000.0,3.4,2.0,0.0,199.0,96.0
15748,3175000.0,5.4,4.0,2.0,769.0,285.0
15758,638000.0,16.3,1.0,2.0,679.0,130.0
15768,2520000.0,8.4,3.0,4.0,960.0,325.0
15770,301000.0,4.3,1.0,1.0,887.0,45.0
15777,420000.0,31.7,2.0,2.0,642.0,199.5
15780,1051000.0,20.0,2.0,2.0,435.0,141.0
15784,660000.0,20.0,1.0,1.0,101.0,300.0
15792,865000.0,17.9,2.0,2.0,612.0,236.0
15793,1302000.0,17.2,1.0,1.0,842.0,160.0
15794,800000.0,17.2,2.0,2.0,343.0,130.0
15799,1850000.0,6.2,2.0,2.0,596.0,203.0
15808,581000.0,26.5,1.0,2.0,484.0,102.0
15812,1150000.0,21.5,2.0,2.0,603.0,194.0
15820,1352000.0,14.2,3.0,2.0,708.0,150.0
15824,1728000.0,14.2,3.0,2.0,720.0,249.0
15830,902000.0,18.8,2.0,4.0,726.0,165.0
15834,1561000.0,10.1,1.0,2.0,627.0,132.0
15836,1300000.0,10.4,1.0,4.0,646.0,150.0
15855,840000.0,16.7,1.0,1.0,390.0,118.0
15860,1060000.0,15.4,3.0,2.0,766.0,274.0
15862,840000.0,11.2,1.0,1.0,722.0,115.0
15864,1071888.0,11.2,2.0,4.0,553.0,190.0
15865,790000.0,11.2,2.0,1.0,208.0,127.0
15866,820000.0,12.3,2.0,1.0,200.0,130.0
15867,1218500.0,15.5,1.0,2.0,673.0,101.0
15870,695000.0,11.4,1.0,1.0,126.0,75.45
15871,940000.0,21.5,2.0,2.0,454.0,122.0
15872,1300000.0,21.5,2.0,2.0,597.0,150.0
15879,1199000.0,8.5,2.0,4.0,689.0,165.5
15886,1388000.0,3.5,2.0,2.0,104.0,146.0
15894,2300000.0,4.6,2.0,2.0,291.0,263.5
15899,840000.0,8.4,1.0,1.0,313.0,113.0
15902,510000.0,12.0,1.0,1.0,178.0,100.0
15907,780000.0,12.0,1.0,2.0,893.0,103.0
15911,1255000.0,2.4,2.0,1.0,124.0,123.0
15912,1275000.0,2.4,1.0,1.0,110.0,72.0
15914,1120000.0,2.4,2.0,2.0,134.0,149.0
15916,1190000.0,2.4,2.0,1.0,105.0,110.0
15927,1175000.0,21.3,2.0,1.0,842.0,135.0
15930,755000.0,19.9,2.0,2.0,306.0,127.0
15936,1005800.0,23.5,2.0,2.0,502.0,320.0
15946,555698.0,34.7,2.0,1.0,534.0,152.0
15960,460000.0,14.0,1.0,1.0,160.0,129.0
15962,610000.0,14.0,1.0,1.0,582.0,116.0
15967,500000.0,14.0,1.0,1.0,388.0,95.0
15968,615000.0,5.0,1.0,1.0,1123.0,84.0
15971,455000.0,31.7,1.0,6.0,639.0,120.0
15974,810000.0,10.5,1.0,2.0,459.0,114.0
15975,805000.0,10.5,1.0,2.0,631.0,115.0
15980,807000.0,10.2,1.0,1.0,1501.0,84.0
15985,471000.0,18.0,2.0,1.0,338.0,114.0
15988,558000.0,18.0,2.0,2.0,431.0,431.0
15989,780000.0,15.5,2.0,2.0,663.0,230.0
15994,1240000.0,12.4,2.0,1.0,673.0,150.0
16009,1050000.0,17.2,2.0,2.0,651.0,187.0
16011,940000.0,8.9,2.0,2.0,541.0,540.0
16019,830000.0,14.7,2.0,2.0,1025.0,195.0
16038,685000.0,3.0,1.0,0.0,324.0,58.0
16051,1010000.0,4.3,2.0,1.0,150.0,125.0
16054,990000.0,4.3,1.0,0.0,196.0,102.0
16061,773000.0,9.5,2.0,2.0,344.0,235.0
16069,3200000.0,9.7,3.0,2.0,836.0,168.0
16079,675000.0,39.8,2.0,2.0,1031.0,161.0
16087,1815000.0,13.8,3.0,2.0,933.0,107.0
16089,1225000.0,13.8,1.0,2.0,580.0,129.0
16091,690000.0,35.2,2.0,2.0,703.0,153.0
16092,880000.0,13.4,1.0,1.0,335.0,110.0
16099,1264000.0,13.4,1.0,2.0,579.0,126.0
16103,570000.0,8.6,1.0,2.0,567.0,74.0
16104,2655000.0,10.5,2.0,2.0,697.0,183.0
16109,2525000.0,10.3,2.0,2.0,725.0,300.0
16114,1300000.0,10.3,1.0,2.0,684.0,77.0
16117,1275000.0,5.2,1.0,1.0,406.0,156.0
16121,1204000.0,5.2,1.0,0.0,186.0,101.0
16125,1268000.0,5.2,2.0,2.0,645.0,217.0
16126,1445000.0,5.2,1.0,2.0,613.0,112.0
16162,1700000.0,8.7,2.0,2.0,627.0,185.0
16164,732000.0,27.0,2.0,2.0,536.0,202.0
16165,800000.0,17.9,1.0,1.0,366.0,121.0
16166,877000.0,17.9,1.0,2.0,533.0,135.0
16168,900000.0,17.9,1.0,2.0,537.0,120.0
16174,780000.0,16.7,2.0,1.0,318.0,103.0
16179,1020000.0,6.7,2.0,2.0,441.0,255.0
16181,996000.0,6.7,1.0,1.0,476.0,97.0
16185,1095000.0,2.0,1.0,0.0,151.0,88.0
16192,492000.0,20.6,2.0,2.0,479.0,166.0
16193,425000.0,20.6,2.0,2.0,263.0,165.0
16202,860000.0,23.0,3.0,2.0,907.0,170.0
16216,801000.0,22.2,2.0,1.0,526.0,189.0
16217,955000.0,22.2,3.0,2.0,619.0,153.0
16233,967500.0,18.0,1.0,2.0,768.0,122.0
16234,890000.0,18.0,2.0,2.0,786.0,206.0
16235,1800000.0,7.2,2.0,2.0,188.0,185.0
16240,930000.0,7.5,2.0,1.0,223.0,146.0
16246,650000.0,13.1,1.0,4.0,616.0,94.0
16247,700000.0,2.1,1.0,1.0,470.0,65.0
16260,570000.0,38.0,1.0,2.0,537.0,118.54
16293,512000.0,11.2,1.0,2.0,197.0,96.0
16297,895000.0,16.1,2.0,2.0,1036.0,132.0
16299,880000.0,16.1,3.0,2.0,789.0,290.0
16300,925000.0,16.1,2.0,2.0,1070.0,190.0
16302,715000.0,20.4,2.0,2.0,680.0,230.0
16303,840500.0,20.4,2.0,2.0,494.0,298.21
16308,1285000.0,13.8,1.0,1.0,348.0,100.0
16311,957000.0,13.8,2.0,2.0,254.0,113.0
16320,2370000.0,5.3,2.0,1.0,362.0,188.0
16323,1682000.0,5.3,1.0,1.0,264.0,97.0
16339,660000.0,18.0,2.0,2.0,666.0,193.0
16345,975000.0,7.8,2.0,1.0,103.0,120.0
16349,670000.0,15.5,2.0,2.0,713.0,164.0
16371,560000.0,16.3,1.0,1.0,364.0,165.0
16372,511500.0,16.3,1.0,2.0,416.0,93.0
16387,3600000.0,8.4,3.0,2.0,552.0,355.0
16389,815000.0,4.3,2.0,2.0,198.0,130.0
16394,467000.0,17.4,1.0,1.0,565.0,98.0
16395,405000.0,31.7,2.0,2.0,590.0,163.0
16403,428000.0,17.9,1.0,1.0,389.0,104.0
16406,722500.0,17.9,2.0,2.0,643.0,169.5
16407,421000.0,17.9,1.0,1.0,257.0,83.0
16415,286000.0,6.2,1.0,1.0,114.0,42.2
16421,920000.0,21.5,2.0,2.0,413.0,170.0
16432,865000.0,18.8,1.0,2.0,739.0,126.0
16437,1920000.0,10.1,1.0,2.0,718.0,181.0
16441,1230000.0,6.2,1.0,1.0,396.0,123.0
16442,1220000.0,6.2,1.0,2.0,492.0,103.0
16444,660000.0,22.7,1.0,2.0,550.0,112.0
16446,570000.0,1.8,2.0,1.0,1223.0,81.0
16456,1075000.0,15.4,2.0,2.0,697.0,216.0
16460,1071888.0,11.2,2.0,4.0,553.0,190.0
16461,560000.0,11.2,1.0,1.0,132.0,73.0
16463,1750000.0,12.3,2.0,2.0,546.0,313.0
16465,1210000.0,12.3,1.0,2.0,700.0,115.0
16476,1300000.0,21.5,2.0,2.0,597.0,150.0
16481,740000.0,8.5,1.0,1.0,487.0,88.0
16489,1242000.0,8.4,2.0,3.0,468.0,135.5
16494,1350000.0,8.4,3.0,4.0,525.0,266.76
16496,1020000.0,8.4,3.0,2.0,158.0,159.0
16501,912000.0,12.0,3.0,4.0,890.0,203.0
16504,685000.0,12.0,1.0,3.0,494.0,102.0
16512,890500.0,2.4,2.0,2.0,180.0,123.0
16523,750000.0,19.9,1.0,1.0,446.0,114.0
16525,860000.0,23.5,2.0,0.0,725.0,196.0
16528,645000.0,34.7,2.0,2.0,448.0,187.0
16529,1770000.0,15.2,2.0,2.0,463.0,233.0
16538,1085000.0,5.1,1.0,1.0,297.0,211.0
16574,780000.0,10.5,2.0,2.0,696.0,199.0
16580,2000000.0,10.2,3.0,2.0,735.0,286.0
16584,1450000.0,15.5,2.0,2.0,883.0,300.0
16585,1860000.0,15.5,3.0,3.0,682.0,315.0
16594,651000.0,15.3,1.0,2.0,555.0,135.0
16596,1250000.0,7.0,1.0,2.0,695.0,133.0
16608,1235000.0,17.2,2.0,4.0,624.0,161.0
16612,1290000.0,17.2,2.0,2.0,407.0,300.0
16631,957500.0,4.6,1.0,1.0,136.0,58.0
16632,2080000.0,4.6,2.0,2.0,754.0,177.8
16634,852000.0,12.7,2.0,2.0,629.0,139.4
16638,1402500.0,3.0,1.0,1.0,270.0,101.0
16639,2905000.0,7.5,3.0,2.0,557.0,364.0
16640,650000.0,10.4,1.0,3.0,374.0,96.0
16641,856000.0,10.4,2.0,1.0,300.0,212.0
16642,1505000.0,3.0,1.0,1.0,149.0,109.0
16645,600000.0,10.5,2.0,2.0,247.0,127.0
16647,1005000.0,11.0,1.0,4.0,575.0,112.0
16649,410000.0,6.3,1.0,0.0,1097.0,63.0
16654,1530000.0,4.3,2.0,1.0,257.0,162.0
16657,1082000.0,4.3,2.0,2.0,254.0,120.0
16668,725000.0,7.9,1.0,1.0,136.0,76.0
16669,602000.0,7.9,1.0,1.0,1129.0,72.0
16671,1300000.0,9.7,2.0,2.0,975.0,147.0
16674,1940000.0,9.7,2.0,1.0,629.0,140.0
16675,1590000.0,9.7,1.0,1.0,697.0,128.0
16681,705000.0,23.2,2.0,4.0,765.0,141.0
16683,2200000.0,17.3,3.0,2.0,704.0,318.0
16688,1479000.0,11.4,2.0,2.0,603.0,148.0
16696,1655000.0,13.8,2.0,5.0,612.0,363.0
16698,1430000.0,13.8,2.0,2.0,614.0,197.0
16702,667000.0,35.2,2.0,2.0,792.0,180.0
16705,1080000.0,17.3,2.0,2.0,328.0,144.0
16723,1750800.0,10.3,4.0,2.0,424.0,201.0
16727,1605000.0,10.3,1.0,2.0,606.0,163.0
16728,1035000.0,10.3,1.0,1.0,542.0,65.0
16729,505000.0,14.0,1.0,1.0,546.0,109.0
16732,663000.0,6.4,2.0,2.0,244.0,129.0
16733,860000.0,5.2,1.0,1.0,245.0,106.0
16738,2545000.0,5.2,3.0,4.0,957.0,320.0
16739,1405000.0,5.2,2.0,2.0,401.0,167.0
16741,1210000.0,4.0,2.0,2.0,425.0,140.0
16746,1075000.0,5.2,1.0,1.0,441.0,202.0
16752,880000.0,12.1,2.0,2.0,520.0,261.0
16759,593000.0,14.8,2.0,2.0,480.0,195.0
16768,780000.0,14.7,2.0,2.0,306.0,138.0
16776,1290000.0,7.7,2.0,2.0,321.0,195.0964
16777,1930000.0,8.4,2.0,1.0,359.0,119.0
16778,2408000.0,8.4,2.0,2.0,654.0,221.0
16779,4750000.0,8.4,3.0,2.0,967.0,470.0
16786,1450000.0,10.1,2.0,2.0,621.0,167.0
16790,525000.0,34.9,2.0,2.0,550.0,172.0
16794,1417500.0,7.8,1.0,2.0,307.0,103.0
16796,510000.0,11.7,1.0,2.0,897.0,66.0
16805,601000.0,17.9,1.0,1.0,1078.0,94.0
16808,1145000.0,17.9,1.0,2.0,584.0,112.0
16810,911982.0,27.1,2.0,3.0,734.0,222.0
16812,1040000.0,16.7,2.0,2.0,735.0,130.0
16816,1460000.0,3.6,1.0,0.0,192.0,85.0
16822,865000.0,6.7,2.0,2.0,677.0,110.0
16826,1135000.0,2.0,1.0,0.0,144.0,80.0
16827,900000.0,2.0,1.0,0.0,139.0,78.0
16830,499000.0,20.6,2.0,0.0,598.0,158.0
16833,430000.0,20.6,2.0,1.0,280.0,127.0
16836,420000.0,20.6,2.0,2.0,219.0,175.0
16843,637000.0,23.0,1.0,2.0,455.0,156.0
16846,905000.0,23.0,2.0,2.0,731.0,178.0
16847,835000.0,23.0,1.0,2.0,1717.0,153.0
16855,610000.0,14.7,2.0,2.0,528.0,210.0
16857,1255000.0,22.2,2.0,3.0,624.0,277.0
16864,871000.0,14.3,2.0,2.0,195.0,142.0
16866,1451000.0,14.3,2.0,2.0,695.0,130.52
16867,1385000.0,14.3,2.0,3.0,654.0,149.0
16868,1360000.0,14.3,2.0,2.0,402.0,200.0
16878,612500.0,27.0,1.0,2.0,421.0,88.0
16883,855000.0,18.0,1.0,1.0,654.0,104.0
16885,895000.0,18.0,3.0,2.0,792.0,233.0
16887,902000.0,7.2,1.0,0.0,702.0,86.0
16888,1410000.0,7.2,1.0,1.0,249.0,117.0
16890,1360000.0,7.2,2.0,2.0,797.0,175.0
16891,500000.0,19.6,2.0,2.0,553.0,117.0
16892,573000.0,19.6,2.0,2.0,637.0,125.0
16896,465000.0,19.6,2.0,1.0,606.0,111.04
16897,545000.0,19.6,2.0,2.0,635.0,157.0
16900,1980000.0,7.5,1.0,6.0,856.0,105.0
16901,830000.0,7.5,2.0,1.0,176.0,134.0
16903,886000.0,7.5,2.0,1.0,173.0,107.0
16910,1050000.0,7.5,3.0,1.0,846.0,187.0
16913,800000.0,13.1,2.0,4.0,625.0,140.0
16916,786000.0,13.1,1.0,4.0,687.0,94.0
16919,617000.0,24.8,2.0,1.0,306.0,120.0
16927,990000.0,3.4,1.0,1.0,180.0,82.0
16933,680000.0,15.4,1.0,1.0,189.0,73.0
16948,755000.0,12.9,1.0,1.0,935.0,130.0
16950,762000.0,7.3,1.0,1.0,730.0,93.0
16956,1501000.0,7.3,2.0,2.0,313.0,160.0
16968,1100000.0,16.7,2.0,2.0,726.0,101.0
16969,1135000.0,16.7,2.0,2.0,328.0,152.0
16971,865000.0,11.2,1.0,1.0,746.0,152.0
16972,362500.0,11.2,1.0,1.0,124.0,75.0
16974,922000.0,11.2,1.0,1.0,584.0,153.0
16977,963500.0,11.2,2.0,6.0,697.0,174.0
16979,740000.0,16.1,1.0,3.0,580.0,142.0
16986,730000.0,20.4,2.0,1.0,633.0,270.0
16987,770000.0,20.4,2.0,2.0,711.0,154.0
16997,2550000.0,13.8,2.0,2.0,726.0,200.0
17002,2800000.0,5.3,2.0,2.0,750.0,192.0
17006,1702000.0,5.3,1.0,2.0,290.0,110.0
17008,3399000.0,5.3,2.0,2.0,446.0,274.0
17015,802500.0,6.2,1.0,2.0,966.0,87.0
17019,500000.0,6.2,1.0,1.0,1324.0,72.0
17021,738000.0,8.9,1.0,2.0,154.0,107.0
17024,800000.0,8.8,1.0,0.0,583.0,92.5
17025,680000.0,8.8,1.0,1.0,129.0,106.0
17029,605000.0,8.8,1.0,2.0,377.0,115.96
17030,580000.0,8.8,1.0,2.0,429.0,109.0
17035,1600000.0,16.0,2.0,3.0,598.0,137.0
17037,677000.0,18.0,2.0,2.0,661.0,196.0
17040,737500.0,18.0,2.0,2.0,704.0,230.0
17041,520000.0,18.4,2.0,2.0,530.0,169.0
17044,505000.0,18.4,1.0,1.0,663.0,142.0
17046,680000.0,18.4,2.0,3.0,800.0,158.0
17048,442500.0,18.4,1.0,2.0,537.0,121.84
17053,1203500.0,12.3,2.0,2.0,311.0,127.0
17056,1475000.0,7.8,1.0,2.0,424.0,114.0
17057,1640000.0,7.8,1.0,2.0,617.0,158.0
17058,590500.0,14.0,1.0,1.0,708.0,90.0
17059,895000.0,14.5,1.0,1.0,589.0,157.0
17078,825000.0,5.4,1.0,3.0,193.0,107.0
17082,2258000.0,7.3,1.0,2.0,836.0,173.0
17086,1250000.0,25.2,2.0,2.0,560.0,305.0
17087,520000.0,14.0,2.0,3.0,545.0,171.0
17089,1218000.0,23.3,2.0,2.0,900.0,281.0
17094,600000.0,16.3,2.0,2.0,534.0,121.0
17095,487000.0,16.3,1.0,1.0,533.0,160.0
17097,572000.0,16.3,1.0,2.0,640.0,140.0
17098,650000.0,14.6,2.0,2.0,248.0,120.0
17105,1700000.0,5.9,2.0,0.0,312.0,141.0
17108,1060000.0,8.4,1.0,1.0,206.0,110.0
17122,295000.0,31.7,1.0,4.0,600.0,122.86
17123,347500.0,29.8,2.0,1.0,587.0,149.0
17124,410000.0,31.7,2.0,2.0,740.0,119.0
17126,1485000.0,20.0,2.0,2.0,720.0,174.0
17129,1750000.0,3.0,2.0,0.0,138.0,155.0
17139,695000.0,17.2,1.0,1.0,300.0,90.0
17140,655000.0,17.2,1.0,4.0,446.0,82.0
17141,775000.0,17.2,1.0,2.0,208.0,110.0
17142,820000.0,17.2,1.0,2.0,439.0,110.0
17149,900000.0,16.2,1.0,1.0,575.0,138.0
17150,806000.0,16.2,1.0,0.0,396.0,108.0
17153,980000.0,16.2,3.0,2.0,701.0,300.0
17167,1540000.0,10.1,2.0,2.0,589.0,199.0
17176,730000.0,22.7,1.0,4.0,695.0,130.0
17177,676000.0,22.7,1.0,1.0,587.0,114.2
17179,805000.0,22.7,2.0,4.0,702.0,140.0
